,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country
18487,2017/6/16,84,43,70,18,5,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18488,2017/6/17,74,36,61,16,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18489,2017/6/18,64,44,68,23,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18490,2017/6/19,79,46,35,24,7,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18491,2017/6/20,90,36,37,18,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18492,2017/6/21,77,28,39,17,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18493,2017/6/22,64,41,62,27,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18494,2017/6/23,77,36,56,22,6,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18495,2017/6/24,75,35,44,15,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18496,2017/6/25,80,36,37,18,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18497,2017/6/26,80,29,44,14,5,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18498,2017/6/27,68,31,50,16,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18499,2017/6/28,69,40,44,15,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18500,2017/6/29,87,20,30,15,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18501,2017/6/30,48,24,24,9,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18502,2017/1/2,120,68,30,37,4,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18503,2017/1/3,151,66,18,48,5,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18504,2017/1/4,154,70,12,46,4,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18505,2017/1/5,155,20,20,32,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18506,2017/1/6,58,34,10,36,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18507,2017/1/7,82,24,26,21,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18508,2017/1/8,71,34,31,17,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18509,2017/1/9,86,21,27,19,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18510,2017/1/10,53,14,29,16,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18511,2017/1/11,36,45,25,34,7,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18512,2017/1/12,106,33,21,28,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18513,2017/1/13,79,23,23,13,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18514,2017/1/14,45,14,13,27,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18515,2017/1/15,41,20,19,32,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18516,2017/1/16,57,32,9,42,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18517,2017/1/17,86,54,29,34,8,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18518,2017/1/18,142,72,23,38,6,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18519,2017/1/19,169,32,24,18,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18520,2017/1/20,94,23,22,26,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18521,2017/1/21,66,22,28,12,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18522,2017/1/22,59,28,25,19,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18523,2017/1/23,86,0,26,29,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18524,2017/1/25,86,43,17,46,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18525,2017/1/26,115,43,31,17,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18526,2017/1/27,54,29,21,28,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18527,2017/1/28,45,26,7,38,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18528,2017/1/29,64,22,30,11,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18529,2017/1/30,56,17,25,20,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18530,2017/1/31,50,27,29,25,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18531,2017/2/1,64,18,25,25,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18532,2017/2/2,37,41,24,40,6,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18533,2017/2/3,86,50,18,38,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18534,2017/2/4,115,27,31,20,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18535,2017/2/5,79,34,33,16,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18536,2017/2/6,68,33,25,28,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18537,2017/2/7,69,30,25,28,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18538,2017/2/8,65,31,29,14,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18539,2017/2/9,52,21,26,17,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18540,2017/2/10,57,19,26,18,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18541,2017/2/11,58,19,30,17,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18542,2017/2/12,50,29,26,37,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18543,2017/2/13,71,51,39,26,6,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18544,2017/2/14,111,51,20,49,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18545,2017/2/15,120,41,31,39,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18546,2017/2/16,94,34,34,16,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18547,2017/2/17,69,24,33,16,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18548,2017/2/18,45,37,41,22,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18549,2017/2/19,63,36,41,14,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18550,2017/2/20,66,38,33,21,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18551,2017/2/21,78,19,30,30,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18552,2017/2/22,53,28,33,14,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18553,2017/2/23,53,23,32,19,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18554,2017/2/24,50,32,31,36,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18555,2017/2/25,70,46,34,36,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18556,2017/2/26,106,48,26,40,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18557,2017/2/27,109,40,35,43,6,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18558,2017/2/28,81,44,39,35,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18559,2017/3/1,100,29,38,15,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18560,2017/3/2,61,34,27,35,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18561,2017/3/3,59,40,33,37,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18562,2017/3/4,82,38,37,31,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18563,2017/3/5,84,36,38,15,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18564,2017/3/6,73,23,29,19,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18565,2017/3/7,52,29,32,19,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18566,2017/3/8,54,45,39,24,6,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18567,2017/3/9,76,52,35,33,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18568,2017/3/10,102,47,39,47,7,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18569,2017/3/11,88,55,54,39,6,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18570,2017/3/12,121,54,43,24,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18571,2017/3/13,118,46,37,25,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18572,2017/3/14,89,39,33,28,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18573,2017/3/15,76,38,36,34,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18574,2017/3/16,77,52,43,41,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18575,2017/3/17,113,58,43,42,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18576,2017/3/18,129,50,49,34,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18577,2017/3/19,105,57,32,37,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18578,2017/3/20,130,46,35,22,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18579,2017/3/21,93,47,29,35,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18580,2017/3/22,86,52,44,31,6,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18581,2017/3/23,106,57,34,37,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18582,2017/3/24,118,27,34,21,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18583,2017/3/25,68,38,39,22,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18584,2017/3/26,91,46,42,21,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18585,2017/3/27,108,51,39,28,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18586,2017/3/28,120,36,33,24,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18587,2017/3/29,92,50,45,31,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18588,2017/3/30,111,46,40,25,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18589,2017/3/31,107,51,40,17,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18590,2016/10/1,32,13,22,11,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18591,2016/10/2,41,12,15,12,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18592,2016/10/5,25,25,34,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18593,2016/10/6,35,21,18,27,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18594,2016/10/7,37,16,24,20,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18595,2016/10/8,26,12,30,8,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18596,2016/10/9,22,19,22,22,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18597,2016/10/10,39,22,15,28,3,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18598,2016/10/11,40,38,32,28,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18599,2016/10/12,69,32,16,34,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18600,2016/10/13,62,35,25,38,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18601,2016/10/14,74,53,38,35,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18602,2016/10/15,115,31,17,28,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18603,2016/10/16,87,14,22,26,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18604,2016/10/17,32,42,26,32,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18605,2016/10/18,76,40,29,31,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18606,2016/10/19,88,39,12,34,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18607,2016/10/20,86,38,25,28,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18608,2016/10/21,83,25,24,21,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18609,2016/10/22,56,22,20,19,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18610,2016/10/23,51,11,25,15,7,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18611,2016/10/24,25,12,25,19,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18612,2016/10/25,23,20,18,26,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18613,2016/10/26,47,33,8,33,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18614,2016/10/27,65,17,19,21,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18615,2016/10/28,42,21,26,16,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18616,2016/10/29,41,17,25,15,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18617,2016/10/30,35,26,6,32,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18618,2016/10/31,62,13,26,13,4,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18619,2016/11/1,30,17,25,20,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18620,2016/11/2,44,46,25,37,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18621,2016/11/3,106,54,32,37,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18622,2016/11/4,129,45,29,40,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18623,2016/11/5,105,40,29,26,3,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18624,2016/11/6,99,29,32,22,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18625,2016/11/7,72,32,25,16,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18626,2016/11/8,87,27,26,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18627,2016/11/9,74,31,4,37,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18628,2016/11/10,89,40,23,31,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18629,2016/11/11,75,52,24,39,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18630,2016/11/12,81,44,21,35,5,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18631,2016/11/13,84,13,17,27,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18632,2016/11/14,45,37,28,19,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18633,2016/11/15,65,29,20,33,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18634,2016/11/16,64,60,36,37,8,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18635,2016/11/17,120,59,5,49,6,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18636,2016/11/18,138,23,8,29,2,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18637,2016/11/19,75,31,24,24,3,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18638,2016/11/20,81,42,6,38,3,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18639,2016/11/21,90,29,22,20,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18640,2016/11/22,62,15,19,16,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18641,2016/11/23,37,14,22,13,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18642,2016/11/24,44,21,23,23,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18643,2016/11/25,58,33,6,36,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18644,2016/11/26,98,34,18,30,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18645,2016/11/27,89,49,22,26,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18646,2016/11/28,92,13,24,22,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18647,2016/11/29,38,36,1,45,5,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18648,2016/11/30,90,38,22,30,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18649,2016/12/1,89,19,21,22,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18650,2016/12/2,48,42,6,42,3,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18651,2016/12/3,100,50,7,39,0,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18652,2016/12/4,128,77,22,44,6,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18653,2016/12/5,161,21,25,11,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18654,2016/12/6,36,67,2,65,6,15,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18655,2016/12/7,146,61,9,48,5,12,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18656,2016/12/8,138,44,19,27,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18657,2016/12/9,102,14,11,27,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18658,2016/12/10,49,18,11,31,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18659,2016/12/11,58,38,2,51,7,12,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18660,2016/12/12,88,41,11,37,4,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18661,2016/12/13,102,20,22,23,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18662,2016/12/14,50,19,22,22,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18663,2016/12/15,53,14,27,21,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18664,2016/12/16,40,33,15,44,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18665,2016/12/17,81,32,12,39,3,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18666,2016/12/18,84,29,2,46,4,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18667,2016/12/19,89,41,21,32,4,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18668,2016/12/20,103,31,19,33,4,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18669,2016/12/21,81,15,25,17,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18670,2016/12/22,42,17,28,16,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18671,2016/12/23,57,27,25,16,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18672,2016/12/24,79,39,12,36,4,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18673,2016/12/25,106,21,9,37,3,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18674,2016/12/26,71,21,27,16,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18675,2016/12/27,48,17,22,24,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18676,2016/12/28,47,27,22,28,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18677,2016/12/29,59,17,24,27,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18678,2016/12/30,43,42,8,45,4,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18679,2016/12/31,101,46,20,40,4,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18680,2017/1/1,116,48,18,43,4,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18681,2016/7/1,21,4,23,11,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18682,2016/7/2,13,9,24,15,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18683,2016/7/3,32,9,17,9,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18684,2016/7/4,32,6,11,4,0,1,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18685,2016/7/5,18,7,12,5,0,1,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18686,2016/7/6,22,10,22,11,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18687,2016/7/7,24,16,22,18,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18688,2016/7/8,39,30,44,14,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18689,2016/7/9,81,43,45,14,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18690,2016/7/10,99,36,27,17,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18691,2016/7/11,86,14,20,12,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18692,2016/7/12,43,17,33,19,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18693,2016/7/13,45,18,36,15,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18694,2016/7/14,56,18,53,11,6,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18695,2016/7/15,53,10,31,8,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18696,2016/7/16,27,19,37,9,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18697,2016/7/17,50,9,34,15,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18698,2016/7/18,31,28,67,17,8,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18699,2016/7/19,72,21,65,15,11,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18700,2016/7/20,61,19,49,12,11,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18701,2016/7/21,54,32,60,14,11,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18702,2016/7/22,83,19,33,10,10,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18703,2016/7/23,56,15,23,5,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18704,2016/7/24,45,17,27,9,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18705,2016/7/25,52,13,21,7,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18706,2016/7/26,41,13,18,6,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18707,2016/7/27,39,34,53,9,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18708,2016/7/28,88,29,28,7,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18709,2016/7/29,76,18,27,9,4,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18710,2016/7/30,56,15,27,9,2,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18711,2016/7/31,47,15,29,14,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18712,2016/8/1,48,24,26,18,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18713,2016/8/2,67,20,30,13,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18714,2016/8/3,63,27,48,12,7,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18715,2016/8/4,76,24,46,14,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18716,2016/8/5,72,29,67,14,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18717,2016/8/6,85,26,35,11,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18718,2016/8/7,84,25,58,19,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18719,2016/8/8,71,28,39,21,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18720,2016/8/9,75,33,51,18,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18721,2016/8/10,83,30,42,22,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18722,2016/8/11,80,28,61,22,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18723,2016/8/12,75,24,38,17,5,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18724,2016/8/13,70,24,26,11,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18725,2016/8/14,71,24,26,14,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18726,2016/8/15,71,27,46,19,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18727,2016/8/16,65,29,50,17,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18728,2016/8/17,71,26,67,14,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18729,2016/8/18,67,22,58,15,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18730,2016/8/19,64,30,66,17,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18731,2016/8/20,77,32,52,13,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18732,2016/8/21,81,41,57,20,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18733,2016/8/22,102,27,63,13,6,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18734,2016/8/23,71,22,57,20,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18735,2016/8/24,61,24,73,22,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18736,2016/8/25,62,25,25,27,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18737,2016/8/26,77,8,23,17,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18738,2016/8/27,17,6,25,10,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18739,2016/8/28,16,9,29,14,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
